Sample	theta_1A	theta_2B	theta_3CD	theta_4E	theta_5H	theta_6CDEBAH	theta_7CDEBA	theta_8CDEB	theta_9CDE	tau_6CDEBAH	tau_7CDEBA	tau_8CDEB	tau_9CDE	lnL
758	0.005205	0.004275	0.006157	0.003973	0.005949	0.014236	0.007612	0.009113	0.013974	0.011105	0.006455	0.004332	0.003882	-7868.474
759	0.005723	0.004935	0.007895	0.005773	0.005567	0.014362	0.004596	0.01172	0.006338	0.012408	0.006841	0.003533	0.002163	-7872.518
760	0.003621	0.003446	0.007167	0.004968	0.006349	0.011231	0.016629	0.018039	0.017914	0.012597	0.006893	0.003383	0.00331	-7876.704
761	0.005692	0.005195	0.009318	0.004246	0.006657	0.011825	0.009508	0.008973	0.013268	0.014741	0.007359	0.003768	0.002859	-7857.952
762	0.005795	0.004913	0.00516	0.006366	0.0046	0.008031	0.006213	0.011506	0.017967	0.015717	0.007444	0.00267	0.001901	-7849.115
763	0.004048	0.003136	0.003717	0.008239	0.005899	0.007357	0.003861	0.010942	0.020286	0.014552	0.006246	0.00339	0.002271	-7860.682
764	0.005328	0.006519	0.005676	0.004598	0.007526	0.00948	0.004845	0.005108	0.009	0.016173	0.009759	0.006697	0.003247	-7874.067
765	0.005748	0.006032	0.007051	0.006197	0.005071	0.007036	0.00561	0.011851	0.010353	0.013715	0.008067	0.004483	0.003354	-7875.884
766	0.003929	0.004181	0.005429	0.007754	0.005438	0.006565	0.007746	0.022877	0.013267	0.013991	0.006566	0.004313	0.0033	-7863.061
767	0.004349	0.006038	0.005962	0.009676	0.005689	0.007752	0.007191	0.020864	0.006042	0.015842	0.007659	0.004758	0.001565	-7862.898
768	0.005719	0.005237	0.003574	0.004677	0.005699	0.010261	0.008316	0.006483	0.021015	0.01254	0.00697	0.005689	0.003144	-7863.956
769	0.003557	0.00736	0.005869	0.004543	0.006488	0.010063	0.005804	0.008392	0.008508	0.014822	0.009488	0.005492	0.002703	-7859.386
770	0.003239	0.006215	0.005237	0.009059	0.007311	0.006873	0.006626	0.012941	0.010051	0.014569	0.007521	0.00562	0.003537	-7878.285
771	0.003449	0.003563	0.006098	0.007077	0.007052	0.017375	0.008965	0.030396	0.011794	0.014606	0.00672	0.0034	0.002914	-7863.972
772	0.004013	0.004617	0.004601	0.004018	0.005898	0.01488	0.00671	0.017102	0.025644	0.012542	0.006155	0.004649	0.003476	-7866.241
773	0.005439	0.005985	0.005271	0.005673	0.004889	0.008306	0.007638	0.012081	0.012926	0.013656	0.0071	0.004239	0.002671	-7860.522
774	0.003985	0.005	0.005103	0.013856	0.004386	0.019225	0.008973	0.01134	0.022371	0.01627	0.00787	0.004593	0.002748	-7862.934
775	0.005011	0.005804	0.006694	0.008941	0.003478	0.025325	0.006228	0.012226	0.009297	0.012134	0.007551	0.004228	0.002055	-7869.785
776	0.005833	0.004583	0.004813	0.007245	0.004839	0.008097	0.006617	0.015686	0.017802	0.011363	0.007225	0.004127	0.002781	-7877.814
777	0.00623	0.006064	0.007989	0.009309	0.005197	0.008461	0.007343	0.010289	0.009513	0.013061	0.008007	0.003719	0.002715	-7871.46
778	0.005136	0.004059	0.006605	0.011246	0.004436	0.018025	0.004144	0.008005	0.023883	0.01364	0.007394	0.00445	0.003273	-7847.149
779	0.006803	0.00446	0.008248	0.007555	0.005066	0.007935	0.005032	0.01187	0.014619	0.014053	0.007828	0.004286	0.002161	-7863.177
780	0.006811	0.005441	0.011	0.004661	0.00565	0.006703	0.005658	0.009011	0.008462	0.016961	0.007912	0.006358	0.003881	-7881.383
781	0.005321	0.004115	0.00657	0.00582	0.007449	0.010076	0.008999	0.018175	0.020853	0.015497	0.008238	0.003926	0.002269	-7889.696
782	0.005421	0.004651	0.008585	0.004795	0.006823	0.023107	0.008056	0.00789	0.006025	0.010071	0.005412	0.003795	0.003	-7859.99
783	0.005656	0.004732	0.009342	0.00605	0.00472	0.012275	0.010692	0.007082	0.040384	0.013921	0.006793	0.004317	0.004046	-7872.693
784	0.005231	0.005762	0.008868	0.007414	0.004872	0.01499	0.010611	0.017421	0.023249	0.016102	0.005662	0.005255	0.003615	-7869.506
785	0.004777	0.003716	0.005063	0.005198	0.005125	0.01831	0.00647	0.015355	0.015516	0.014641	0.007375	0.004075	0.003054	-7855.255
786	0.00483	0.003787	0.00551	0.003345	0.00598	0.007861	0.006271	0.015317	0.013635	0.016171	0.008865	0.00438	0.00259	-7870.337
787	0.004055	0.006314	0.004469	0.006743	0.004668	0.014989	0.004694	0.008929	0.012127	0.014178	0.008425	0.004448	0.003121	-7867.265
788	0.00429	0.005444	0.008023	0.008525	0.004349	0.012044	0.004265	0.015408	0.008471	0.012634	0.0082	0.004969	0.004947	-7864.829
789	0.004175	0.005364	0.007807	0.005832	0.005208	0.020333	0.008111	0.009807	0.010797	0.013427	0.007114	0.00489	0.002463	-7879.832
790	0.004835	0.006463	0.005783	0.009386	0.00609	0.015858	0.005993	0.02093	0.033671	0.014818	0.009015	0.004308	0.002601	-7864.471
791	0.004474	0.003925	0.005391	0.004518	0.004843	0.010627	0.010481	0.011007	0.035356	0.013126	0.006974	0.003134	0.00145	-7871.113
792	0.004149	0.003825	0.007619	0.006363	0.005412	0.006681	0.004417	0.012328	0.005208	0.016444	0.006745	0.003915	0.002677	-7853.999
793	0.005004	0.004792	0.005355	0.008312	0.004718	0.00973	0.004782	0.008313	0.006823	0.015487	0.007381	0.003605	0.00309	-7864.8
794	0.005864	0.005605	0.005746	0.006728	0.004627	0.00977	0.006934	0.0184	0.00706	0.014788	0.007718	0.004602	0.002621	-7880.466
795	0.004381	0.003792	0.006952	0.008385	0.005463	0.007291	0.005117	0.013865	0.010066	0.015149	0.00776	0.003482	0.001566	-7857.868
796	0.004268	0.004941	0.005977	0.008914	0.005272	0.012843	0.010452	0.007294	0.012228	0.011821	0.006771	0.004134	0.001265	-7858.411
797	0.004624	0.004467	0.010465	0.007329	0.006978	0.020787	0.003499	0.014281	0.014477	0.015872	0.00721	0.00383	0.003021	-7853.823
798	0.003974	0.007686	0.01051	0.010585	0.00466	0.01918	0.007206	0.014863	0.008121	0.011906	0.006884	0.005439	0.00305	-7889.972
799	0.004076	0.004852	0.013178	0.008191	0.004848	0.013474	0.014399	0.011867	0.00644	0.011903	0.005958	0.003792	0.003223	-7879.209
800	0.004873	0.004154	0.008098	0.005983	0.004397	0.004768	0.012941	0.012005	0.011433	0.011816	0.007441	0.004297	0.003176	-7859.699
801	0.005256	0.004291	0.005871	0.004607	0.004813	0.008218	0.003946	0.004818	0.007164	0.012999	0.007743	0.005606	0.003266	-7865.69
802	0.006136	0.00505	0.004414	0.011285	0.005363	0.013911	0.004006	0.012236	0.015968	0.013423	0.006307	0.003677	0.0012	-7858.719
803	0.005731	0.006056	0.00627	0.005024	0.006225	0.020737	0.006706	0.009569	0.006431	0.013893	0.00675	0.004876	0.002006	-7860.003
804	0.005364	0.00559	0.005661	0.009804	0.007606	0.01369	0.00624	0.009679	0.010391	0.014694	0.006153	0.003334	0.001202	-7864.127
805	0.005097	0.004741	0.0053	0.0097	0.005492	0.046004	0.006667	0.011862	0.026381	0.014362	0.007355	0.003241	0.002604	-7853.848
806	0.005904	0.004971	0.004465	0.005426	0.005858	0.013045	0.006001	0.009634	0.024711	0.016036	0.007359	0.005152	0.001566	-7870.068
807	0.004251	0.003928	0.005564	0.003905	0.004266	0.013467	0.005573	0.009352	0.013703	0.012875	0.007417	0.00355	0.001396	-7865.575
808	0.003966	0.004622	0.004724	0.005958	0.006413	0.011032	0.008753	0.011537	0.012437	0.012306	0.008212	0.004149	0.002308	-7861.504
809	0.003729	0.005223	0.011569	0.007674	0.006262	0.011306	0.00603	0.017351	0.007865	0.016627	0.007293	0.005132	0.003406	-7870.46
810	0.003844	0.006228	0.008316	0.00542	0.005591	0.005619	0.006331	0.014474	0.024799	0.013794	0.006627	0.00485	0.003967	-7864.147
811	0.004468	0.005351	0.009402	0.004241	0.006271	0.004546	0.008874	0.006988	0.010661	0.013534	0.004845	0.004065	0.002048	-7868.882
812	0.005764	0.005204	0.005139	0.004611	0.005825	0.008427	0.007538	0.014131	0.011863	0.013728	0.006162	0.003839	0.003421	-7854.399
813	0.007828	0.007468	0.006726	0.005773	0.006321	0.010826	0.005835	0.007672	0.01611	0.011642	0.008187	0.005265	0.004585	-7872.585
814	0.004916	0.005945	0.006538	0.005638	0.005032	0.020687	0.003073	0.009814	0.009923	0.009864	0.006779	0.003843	0.002079	-7859.511
815	0.00591	0.00445	0.00818	0.005088	0.004777	0.012193	0.015386	0.01164	0.010255	0.010872	0.006559	0.00462	0.002624	-7855.689
816	0.006121	0.005505	0.008473	0.003587	0.005478	0.016687	0.007465	0.008685	0.024283	0.014484	0.00752	0.003291	0.002601	-7855.848
817	0.007259	0.006953	0.006228	0.008214	0.006018	0.011209	0.004506	0.00816	0.024831	0.013011	0.008109	0.004637	0.002927	-7862.621
818	0.005008	0.007905	0.007841	0.008076	0.005006	0.007801	0.007166	0.013817	0.02244	0.011424	0.007644	0.004477	0.0036	-7862.967
819	0.004196	0.005397	0.006813	0.00699	0.004529	0.012392	0.004653	0.007846	0.02018	0.015475	0.008044	0.003732	0.002936	-7859.721
820	0.005421	0.005101	0.008956	0.008238	0.004846	0.007868	0.004883	0.011003	0.023304	0.016587	0.007302	0.004069	0.003192	-7852.165
821	0.005249	0.005967	0.005615	0.011549	0.005478	0.01134	0.007131	0.008593	0.016919	0.01188	0.006805	0.004984	0.00251	-7885.267
822	0.003921	0.004271	0.008458	0.00506	0.005495	0.009963	0.009602	0.015356	0.010877	0.012133	0.007119	0.00451	0.002024	-7860.145
823	0.004338	0.006347	0.005284	0.013988	0.005082	0.01363	0.007692	0.01251	0.012078	0.011228	0.00715	0.004862	0.002678	-7869.957
824	0.006496	0.00465	0.005724	0.020164	0.004794	0.017692	0.012304	0.006674	0.015459	0.012562	0.007509	0.004807	0.004322	-7869.449
825	0.004434	0.005926	0.005855	0.00632	0.005057	0.017679	0.007835	0.015802	0.009169	0.013003	0.006904	0.004713	0.002832	-7871.146
826	0.004992	0.005395	0.005718	0.012476	0.006113	0.009405	0.007172	0.008531	0.010541	0.016372	0.0078	0.005198	0.002531	-7886.699
827	0.004779	0.006392	0.004963	0.007513	0.004143	0.008848	0.004896	0.008493	0.023658	0.013784	0.007356	0.004847	0.003588	-7863.572
828	0.005802	0.004882	0.005271	0.00553	0.004613	0.007349	0.004798	0.009904	0.007957	0.011927	0.008266	0.00472	0.002698	-7873.852
829	0.004299	0.005193	0.008139	0.007905	0.004618	0.023841	0.006582	0.005576	0.020088	0.014288	0.00701	0.004718	0.00246	-7872.981
830	0.005026	0.005017	0.006967	0.008361	0.004964	0.012362	0.005774	0.012978	0.016076	0.014895	0.006673	0.004141	0.002637	-7876.932
831	0.002959	0.006702	0.007431	0.008433	0.004509	0.015457	0.014	0.011311	0.0134	0.014822	0.007685	0.00378	0.003068	-7858.916
832	0.005171	0.004601	0.010038	0.008284	0.004344	0.009737	0.007065	0.010941	0.022285	0.016753	0.007484	0.005212	0.005079	-7876.353
833	0.005532	0.005664	0.009193	0.012208	0.005703	0.011647	0.006753	0.027768	0.02089	0.012949	0.006123	0.004454	0.003041	-7861.564
834	0.009844	0.004534	0.008284	0.006262	0.004393	0.015061	0.00542	0.012836	0.015115	0.012936	0.008869	0.004238	0.003115	-7868.134
835	0.004926	0.004686	0.007568	0.009269	0.005786	0.010474	0.009526	0.007625	0.008982	0.015295	0.0062	0.004263	0.002721	-7876.983
836	0.005097	0.006636	0.008284	0.004842	0.006982	0.006285	0.007368	0.005215	0.019315	0.013429	0.007085	0.005378	0.002136	-7861.581
837	0.00399	0.006493	0.006498	0.005072	0.006303	0.010306	0.006431	0.009101	0.030004	0.013314	0.006072	0.004057	0.002194	-7869.583
838	0.003436	0.007299	0.005689	0.007518	0.006335	0.004343	0.015505	0.005405	0.019917	0.016826	0.005068	0.004026	0.002463	-7861.699
839	0.005244	0.006205	0.007374	0.006443	0.007783	0.019087	0.008687	0.012274	0.009635	0.016577	0.008093	0.004889	0.002952	-7861.972
840	0.007178	0.004672	0.005494	0.004551	0.003439	0.010203	0.007861	0.007443	0.006968	0.014325	0.005533	0.00469	0.002362	-7869.952
841	0.004974	0.006057	0.006616	0.007066	0.006781	0.008041	0.014045	0.006399	0.016422	0.014606	0.007946	0.005274	0.002147	-7886.268
842	0.00299	0.004616	0.00635	0.004962	0.004353	0.014978	0.014722	0.016168	0.00978	0.008404	0.004131	0.003376	0.002109	-7867.88
843	0.005168	0.007203	0.007021	0.008793	0.004757	0.007042	0.005486	0.033168	0.008641	0.01331	0.008031	0.004279	0.002059	-7872.52
844	0.005289	0.005515	0.00669	0.011822	0.003956	0.010775	0.005297	0.017652	0.012836	0.017168	0.006804	0.003624	0.002449	-7864.855
845	0.004445	0.006181	0.005659	0.006156	0.006046	0.008495	0.012404	0.021777	0.010331	0.013932	0.006914	0.003964	0.001831	-7867.706
846	0.005867	0.00749	0.008753	0.00553	0.005133	0.01224	0.00828	0.015283	0.016483	0.013625	0.006211	0.0052	0.002806	-7871.328
847	0.004401	0.004092	0.0075	0.006737	0.008158	0.010142	0.010813	0.010906	0.012101	0.010603	0.007298	0.00412	0.003836	-7859.182
848	0.004756	0.005032	0.008418	0.004319	0.003966	0.007282	0.005253	0.011523	0.010002	0.013103	0.005615	0.004118	0.00381	-7865.563
849	0.004308	0.004879	0.006575	0.013687	0.004682	0.008988	0.005301	0.008474	0.010697	0.014017	0.008801	0.00444	0.002078	-7857.372
850	0.005449	0.005606	0.007973	0.006411	0.004855	0.009058	0.009379	0.012549	0.010478	0.017013	0.008805	0.005986	0.004305	-7884.645
851	0.004445	0.006273	0.007989	0.008945	0.008676	0.012719	0.010237	0.008613	0.010589	0.014617	0.006594	0.004691	0.002737	-7862.943
852	0.004934	0.004335	0.009364	0.010486	0.005626	0.005676	0.011012	0.004901	0.006939	0.017721	0.007426	0.005503	0.003691	-7856.928
853	0.00719	0.003571	0.00797	0.007186	0.005242	0.009741	0.011479	0.010516	0.026113	0.013706	0.006819	0.005779	0.003895	-7850.292
854	0.004932	0.005325	0.005998	0.005449	0.006594	0.018902	0.005806	0.019893	0.012942	0.014941	0.007358	0.00502	0.002786	-7864.765
855	0.004854	0.004491	0.0069	0.007832	0.005437	0.015399	0.007508	0.011567	0.013044	0.012609	0.006001	0.00358	0.00305	-7866.473
856	0.006431	0.004689	0.006403	0.005208	0.004855	0.017547	0.007271	0.005145	0.02631	0.011619	0.006963	0.005744	0.002495	-7856.469
857	0.00816	0.005369	0.005842	0.009968	0.004426	0.010641	0.008651	0.005664	0.026903	0.009746	0.006262	0.004309	0.003744	-7868.237
858	0.007743	0.005871	0.005022	0.005732	0.004201	0.017172	0.003278	0.010746	0.027294	0.010658	0.007367	0.004165	0.003136	-7864.572
859	0.006812	0.005567	0.006253	0.007909	0.007757	0.026064	0.006832	0.007887	0.012068	0.010044	0.00572	0.003863	0.0021	-7873.965
860	0.003401	0.00312	0.004079	0.007862	0.006305	0.01384	0.007609	0.011432	0.00663	0.010804	0.005993	0.003073	0.00191	-7867.151
861	0.004194	0.004717	0.004913	0.006848	0.007038	0.014429	0.009295	0.011973	0.013413	0.01227	0.006728	0.004311	0.002865	-7871.339
862	0.004218	0.004076	0.00778	0.006063	0.004445	0.010278	0.005853	0.025452	0.018049	0.012762	0.00727	0.003298	0.001929	-7858.545
863	0.007878	0.005984	0.008007	0.004319	0.004971	0.01097	0.006831	0.034485	0.00908	0.017293	0.007766	0.005467	0.00399	-7864.304
864	0.005683	0.004348	0.007051	0.005869	0.006195	0.006352	0.009157	0.006599	0.037734	0.018605	0.007622	0.005364	0.004643	-7872.818
865	0.007316	0.004982	0.006181	0.005511	0.006318	0.012452	0.003581	0.007619	0.050667	0.016671	0.007055	0.004652	0.002044	-7865.535
866	0.003962	0.005192	0.004768	0.01108	0.00417	0.007122	0.007917	0.01596	0.01101	0.016328	0.006722	0.003728	0.001989	-7853.984
867	0.003655	0.005583	0.005608	0.011916	0.006552	0.006588	0.00816	0.01264	0.030128	0.013311	0.005698	0.003799	0.003471	-7866.021
868	0.006963	0.003894	0.008631	0.004234	0.005034	0.007367	0.005675	0.014943	0.019204	0.01415	0.006033	0.004188	0.002385	-7865.744
869	0.004249	0.005648	0.00709	0.005522	0.004921	0.009005	0.01575	0.025284	0.010103	0.013246	0.006648	0.004804	0.002932	-7856.238
870	0.003859	0.004531	0.006473	0.006621	0.004966	0.007338	0.007409	0.011052	0.028683	0.015911	0.007036	0.004919	0.003026	-7870.115
871	0.004789	0.005281	0.008021	0.004483	0.004701	0.007131	0.01196	0.00791	0.008227	0.014331	0.006527	0.004588	0.003247	-7870.863
872	0.004404	0.004698	0.005143	0.004319	0.005412	0.007884	0.007138	0.014183	0.018003	0.017124	0.007008	0.004941	0.002676	-7876.321
873	0.005876	0.005499	0.005466	0.005954	0.006701	0.011233	0.010687	0.007015	0.008537	0.014963	0.007425	0.004326	0.001369	-7862.077
874	0.006434	0.003061	0.006171	0.009333	0.005482	0.010073	0.009021	0.011296	0.016311	0.011182	0.008156	0.005138	0.002167	-7873.328
875	0.00488	0.004578	0.004953	0.005349	0.004674	0.012898	0.006252	0.004654	0.013507	0.009478	0.006403	0.004315	0.003879	-7870.592
876	0.005458	0.003614	0.005843	0.005512	0.004294	0.008978	0.006775	0.011267	0.010646	0.00948	0.006299	0.004455	0.004256	-7854.824
877	0.006779	0.003791	0.006866	0.00609	0.003753	0.022518	0.01133	0.004139	0.015448	0.011784	0.006447	0.005316	0.004088	-7867.208
878	0.004092	0.004573	0.007678	0.008908	0.005079	0.013145	0.00958	0.008307	0.009901	0.015521	0.008125	0.006361	0.004177	-7859.99
879	0.004802	0.004089	0.005212	0.006713	0.003887	0.010033	0.007821	0.008399	0.013979	0.01494	0.007273	0.005498	0.001622	-7867.896
880	0.005354	0.00439	0.006871	0.003812	0.003553	0.014981	0.011233	0.006461	0.009055	0.01505	0.008488	0.003829	0.001704	-7869.206
881	0.004789	0.006782	0.008376	0.014056	0.004242	0.01267	0.0088	0.020169	0.008692	0.015513	0.006841	0.005024	0.003783	-7875.107
882	0.004625	0.006528	0.004774	0.004172	0.0047	0.01926	0.00912	0.017027	0.009492	0.014438	0.006383	0.003608	0.003114	-7860.08
883	0.00521	0.003966	0.005591	0.00707	0.005528	0.013549	0.013264	0.006666	0.009384	0.015123	0.007908	0.005673	0.003383	-7853.607
884	0.004261	0.003586	0.004921	0.004305	0.00358	0.006411	0.006949	0.020033	0.015177	0.011252	0.007049	0.004064	0.002026	-7871.952
885	0.004708	0.004997	0.006563	0.008954	0.006413	0.01346	0.008293	0.014081	0.005225	0.013233	0.005633	0.003944	0.002577	-7867.351
886	0.005136	0.004786	0.006383	0.008592	0.005153	0.009201	0.009738	0.013286	0.027993	0.014268	0.007705	0.003549	0.002568	-7861.324
887	0.005404	0.005079	0.005127	0.004847	0.004501	0.012261	0.007908	0.011061	0.013281	0.010501	0.006241	0.003895	0.002076	-7847.444
888	0.006278	0.005642	0.007244	0.006237	0.006181	0.015824	0.004192	0.012471	0.011458	0.009798	0.006387	0.003667	0.002454	-7880.393
889	0.005513	0.004274	0.006847	0.004311	0.005268	0.015643	0.007209	0.016546	0.014734	0.009968	0.00694	0.004747	0.003586	-7851.835
890	0.005195	0.007175	0.00754	0.004081	0.006164	0.010311	0.006559	0.005947	0.01245	0.012729	0.007818	0.004494	0.003532	-7867.11
891	0.004502	0.004046	0.005315	0.00557	0.005741	0.014347	0.005901	0.012256	0.007723	0.015312	0.008546	0.004	0.002926	-7862.514
892	0.006185	0.006001	0.007109	0.004992	0.00448	0.015198	0.007426	0.005269	0.014373	0.013984	0.007828	0.004546	0.002253	-7853.069
893	0.006879	0.003617	0.006957	0.010079	0.005627	0.009674	0.003779	0.020402	0.006539	0.014383	0.009066	0.00433	0.004269	-7878.475
894	0.006514	0.004908	0.006724	0.00669	0.006108	0.007319	0.00715	0.005841	0.01278	0.016459	0.009234	0.005781	0.004508	-7864.486
895	0.004849	0.00606	0.007308	0.004295	0.005518	0.019783	0.005087	0.010991	0.035572	0.013867	0.007893	0.004238	0.00302	-7878.191
896	0.004661	0.005683	0.008157	0.005206	0.00598	0.009352	0.006697	0.016879	0.020544	0.014687	0.007372	0.005103	0.005046	-7878.119
897	0.004156	0.006897	0.005649	0.007701	0.004529	0.007689	0.00649	0.006809	0.008266	0.012796	0.006979	0.005229	0.002593	-7855.26
898	0.004258	0.006157	0.005624	0.009616	0.005996	0.006458	0.008889	0.017864	0.010923	0.013785	0.006367	0.003964	0.001525	-7862.475
899	0.007512	0.006374	0.007428	0.005641	0.004687	0.025113	0.00495	0.028493	0.013349	0.014848	0.007493	0.004656	0.003907	-7862.058
900	0.004968	0.005172	0.004949	0.007119	0.005295	0.026862	0.007466	0.030214	0.006657	0.012908	0.005935	0.004002	0.002744	-7858.269
901	0.004929	0.004442	0.008695	0.006619	0.005459	0.011377	0.003298	0.012727	0.014364	0.011654	0.007053	0.005514	0.002892	-7875.401
902	0.004429	0.004425	0.008221	0.00475	0.003893	0.00859	0.018105	0.018714	0.007994	0.01505	0.004239	0.003838	0.003744	-7871.353
903	0.00488	0.00448	0.009887	0.004821	0.004647	0.005161	0.007358	0.026368	0.00871	0.014457	0.005225	0.004664	0.004087	-7863.535
904	0.005444	0.005388	0.008904	0.006264	0.00484	0.009354	0.010177	0.008099	0.01868	0.01494	0.006157	0.005603	0.003182	-7864.838
905	0.004532	0.004831	0.006893	0.005935	0.004795	0.00742	0.007227	0.015501	0.038882	0.016392	0.006429	0.004343	0.003255	-7845.314
906	0.004613	0.00362	0.006739	0.008482	0.005818	0.008245	0.007307	0.015753	0.015078	0.014747	0.005993	0.005119	0.003803	-7870.367
907	0.007756	0.004861	0.008158	0.006356	0.007145	0.008709	0.006747	0.01297	0.012932	0.016513	0.006769	0.00443	0.002542	-7872.145
908	0.004617	0.004815	0.005765	0.00533	0.004893	0.008116	0.00308	0.014582	0.029502	0.014549	0.008028	0.003579	0.002773	-7844.986
909	0.006507	0.00436	0.006436	0.005443	0.004334	0.004989	0.007189	0.006654	0.016136	0.015947	0.007117	0.005654	0.003598	-7867.591
910	0.004335	0.003678	0.005901	0.005812	0.006385	0.00893	0.005201	0.01257	0.006945	0.014189	0.007032	0.004269	0.002549	-7840.004
911	0.004754	0.00488	0.006471	0.007011	0.004222	0.011437	0.00721	0.010173	0.017114	0.014815	0.00816	0.004434	0.003861	-7864.54
912	0.00638	0.004987	0.007097	0.003867	0.005051	0.007563	0.006123	0.011486	0.015555	0.013955	0.008721	0.003871	0.003072	-7867.219
913	0.006292	0.005646	0.007483	0.007004	0.004982	0.01493	0.005356	0.013778	0.021675	0.011356	0.005732	0.003976	0.002048	-7845.2
914	0.003987	0.003805	0.009076	0.004811	0.004618	0.021668	0.008167	0.007966	0.010859	0.011589	0.005781	0.004593	0.00285	-7870.21
915	0.003901	0.003845	0.00795	0.008036	0.004546	0.013326	0.009036	0.008996	0.01177	0.010848	0.007136	0.004748	0.001997	-7864.444
916	0.005952	0.004232	0.007535	0.004407	0.004791	0.015424	0.008103	0.005847	0.020528	0.008628	0.006466	0.00357	0.00193	-7854.02
917	0.005027	0.005529	0.008005	0.007991	0.006115	0.017364	0.007786	0.024122	0.006239	0.009376	0.006628	0.003687	0.003282	-7846.752
918	0.004278	0.005179	0.007934	0.00597	0.003741	0.014142	0.003492	0.007452	0.009062	0.008138	0.006496	0.004063	0.001705	-7848.385
919	0.00436	0.004783	0.006395	0.007043	0.003576	0.015028	0.008805	0.013593	0.031588	0.009686	0.006086	0.004579	0.004136	-7850.324
920	0.005939	0.006603	0.007636	0.00748	0.005025	0.009104	0.004331	0.028743	0.013291	0.013468	0.007892	0.00465	0.001715	-7868.577
921	0.006094	0.00407	0.006647	0.004544	0.004887	0.014509	0.008605	0.010116	0.012416	0.01509	0.006558	0.0036	0.002553	-7860.313
922	0.005729	0.006703	0.009064	0.00509	0.00689	0.01301	0.00466	0.025938	0.0097	0.015563	0.009038	0.005961	0.004322	-7879.741
923	0.004487	0.004521	0.007014	0.005832	0.005368	0.008162	0.005708	0.015154	0.010312	0.015652	0.006586	0.004572	0.003592	-7850.38
924	0.004123	0.003824	0.01008	0.008517	0.004013	0.007844	0.004638	0.016956	0.009046	0.016608	0.008192	0.004251	0.002863	-7869.377
925	0.004153	0.005568	0.003888	0.00532	0.006014	0.014846	0.006053	0.022888	0.015598	0.016145	0.009658	0.004036	0.00147	-7854.12
926	0.00446	0.003234	0.006177	0.004048	0.006178	0.008718	0.01009	0.016228	0.013201	0.016274	0.007523	0.003966	0.002609	-7875.295
927	0.004866	0.003386	0.004663	0.004861	0.005984	0.030672	0.007998	0.008007	0.016094	0.013166	0.007044	0.004159	0.002404	-7859.603
928	0.005123	0.006153	0.003829	0.007647	0.003448	0.016314	0.00892	0.005619	0.01559	0.012482	0.006513	0.005027	0.002081	-7855.615
929	0.006931	0.004932	0.007615	0.004612	0.00546	0.008833	0.00933	0.00691	0.01171	0.017678	0.008076	0.00569	0.002786	-7864.168
930	0.005302	0.004091	0.006206	0.021143	0.003928	0.008926	0.005691	0.004586	0.026271	0.016725	0.007096	0.005604	0.003745	-7870.264
931	0.005025	0.005213	0.006006	0.012594	0.003453	0.021303	0.01008	0.007547	0.012456	0.011773	0.004766	0.00413	0.004115	-7903.651
932	0.005961	0.006184	0.007125	0.006002	0.004096	0.013974	0.006234	0.017094	0.007375	0.014691	0.005772	0.004055	0.003211	-7857.653
933	0.004706	0.006869	0.005965	0.003472	0.005342	0.007413	0.006759	0.018867	0.034995	0.013377	0.006817	0.004481	0.004049	-7877.096
934	0.0037	0.004851	0.004432	0.008291	0.005578	0.012028	0.006499	0.013662	0.00934	0.010984	0.006715	0.004716	0.003462	-7857.151
935	0.005673	0.005175	0.004434	0.005405	0.006239	0.022001	0.005319	0.00821	0.031881	0.011535	0.006346	0.003565	0.002223	-7857.727
936	0.005561	0.005762	0.005075	0.008388	0.005509	0.021499	0.003519	0.01022	0.010832	0.011205	0.007453	0.003844	0.002117	-7864.115
937	0.005425	0.004354	0.006159	0.008702	0.006855	0.018303	0.006552	0.007486	0.010423	0.013485	0.007228	0.005573	0.001857	-7877.12
938	0.004248	0.003982	0.006099	0.004833	0.007071	0.007695	0.0073	0.006876	0.007682	0.013669	0.007732	0.005026	0.003062	-7869.964
939	0.005724	0.004113	0.007939	0.008679	0.006436	0.009747	0.011322	0.008263	0.009499	0.018409	0.007222	0.005605	0.003269	-7861.791
940	0.006444	0.004179	0.00781	0.007959	0.00405	0.016143	0.007288	0.008032	0.014199	0.01548	0.008232	0.005035	0.004036	-7867.926
941	0.003835	0.004742	0.00589	0.007023	0.00594	0.011553	0.005707	0.012858	0.01674	0.016078	0.007809	0.004511	0.001998	-7877.702
942	0.006026	0.007694	0.004185	0.006035	0.005772	0.006988	0.00701	0.008074	0.006636	0.018045	0.006877	0.004341	0.002629	-7861.066
943	0.004895	0.00611	0.00483	0.005476	0.005391	0.015689	0.004773	0.014046	0.017067	0.016007	0.007496	0.005119	0.001509	-7864.539
944	0.00442	0.006026	0.004599	0.010779	0.004538	0.006906	0.006381	0.013354	0.023057	0.014303	0.009847	0.00339	0.00158	-7868.34
945	0.005797	0.004867	0.007473	0.010517	0.004813	0.008243	0.004977	0.01443	0.029636	0.014946	0.006959	0.003878	0.002028	-7862.952
946	0.005075	0.004729	0.006868	0.004762	0.004258	0.007474	0.004044	0.010004	0.023336	0.015601	0.00655	0.004588	0.002628	-7867.963
947	0.005664	0.004042	0.005837	0.005137	0.004875	0.014114	0.00496	0.008339	0.02154	0.014175	0.007649	0.004824	0.003006	-7855.156
