Sample	theta_1A	theta_2B	theta_3C.D	theta_4E	theta_5H	theta_6AEC.DBH	theta_7AEC.DB	theta_8EC.DB	theta_9EC.D	tau_6AEC.DBH	tau_7AEC.DB	tau_8EC.DB	tau_9EC.D	lnL
1026	0.003277	0.004914	0.006196	0.00399	0.004939	0.006638	0.009391	0.011003	0.014685	0.014752	0.007221	0.004002	0.002335	-7852.701
1027	0.003682	0.005143	0.00484	0.004365	0.003966	0.014208	0.005402	0.018138	0.013395	0.014571	0.005222	0.003469	0.001612	-7856.388
1028	0.004241	0.00316	0.006354	0.006969	0.004046	0.007506	0.007126	0.015749	0.01036	0.015229	0.007678	0.004715	0.002932	-7870.991
1029	0.005666	0.005044	0.00836	0.006641	0.005518	0.011848	0.006286	0.010083	0.005647	0.015313	0.008298	0.004477	0.002651	-7855.677
1030	0.006204	0.004157	0.006559	0.007002	0.006543	0.011317	0.010639	0.013365	0.007222	0.0145	0.006704	0.003372	0.002632	-7880.927
1031	0.006221	0.00676	0.007097	0.011914	0.005436	0.008294	0.00815	0.010595	0.014221	0.015993	0.006354	0.003308	0.002671	-7884.709
1032	0.005317	0.006177	0.006212	0.004899	0.006596	0.011141	0.006753	0.006814	0.010126	0.013998	0.007233	0.004371	0.002178	-7865.667
1033	0.004376	0.006519	0.005528	0.005033	0.005478	0.006659	0.004903	0.011287	0.011287	0.015144	0.007176	0.003955	0.001265	-7857.644
1034	0.005017	0.005622	0.005969	0.003987	0.005178	0.01224	0.005743	0.01207	0.010687	0.015427	0.005971	0.004592	0.001678	-7873.617
1035	0.005166	0.004508	0.004763	0.010666	0.006505	0.007714	0.00685	0.013853	0.016069	0.015938	0.008124	0.003014	0.002277	-7856.381
1036	0.004005	0.003655	0.005516	0.007651	0.004878	0.005828	0.006753	0.008356	0.012926	0.014785	0.006134	0.005148	0.002683	-7852.805
1037	0.00778	0.004031	0.006532	0.008622	0.00338	0.013453	0.006069	0.017394	0.01821	0.014018	0.007168	0.004171	0.002801	-7858.965
1038	0.004714	0.004079	0.00522	0.011438	0.00467	0.010262	0.012925	0.012515	0.014318	0.012624	0.007256	0.003352	0.002006	-7886.415
1039	0.004499	0.00522	0.00912	0.006611	0.006471	0.006939	0.004214	0.009375	0.011661	0.016193	0.008203	0.003822	0.002435	-7875.254
1040	0.004997	0.004945	0.005327	0.011397	0.008418	0.017731	0.007038	0.023681	0.013046	0.012929	0.006722	0.004883	0.003305	-7862.99
1041	0.004071	0.003436	0.006804	0.005499	0.005236	0.009672	0.008717	0.017557	0.023591	0.013373	0.007172	0.003952	0.003567	-7867.57
1042	0.003554	0.003517	0.00453	0.003791	0.004475	0.014961	0.004418	0.015583	0.013305	0.012672	0.006514	0.003972	0.002804	-7858.078
1043	0.007989	0.005445	0.009948	0.005099	0.004777	0.016117	0.006062	0.011016	0.006587	0.012211	0.008333	0.006753	0.003853	-7877.349
1044	0.002573	0.004775	0.006665	0.006089	0.005958	0.020864	0.008981	0.020363	0.015013	0.012639	0.005775	0.004194	0.002238	-7862.397
1045	0.004673	0.005002	0.006972	0.005554	0.00399	0.01109	0.006646	0.013235	0.044947	0.010871	0.0066	0.004407	0.002361	-7854.736
1046	0.006697	0.003636	0.00757	0.006564	0.005605	0.010321	0.005581	0.008873	0.01274	0.01379	0.008051	0.004395	0.002805	-7860.378
1047	0.004852	0.004733	0.006815	0.004663	0.004261	0.016332	0.005563	0.005824	0.007484	0.010916	0.007376	0.004571	0.002831	-7859.518
1048	0.004159	0.003923	0.007671	0.011141	0.005235	0.008705	0.009752	0.022674	0.010629	0.011719	0.006151	0.004737	0.004052	-7878.087
1049	0.004069	0.003782	0.005657	0.006531	0.006449	0.011641	0.009244	0.008169	0.013531	0.011555	0.006327	0.004151	0.00275	-7855.055
1050	0.003146	0.004475	0.005668	0.006125	0.005641	0.007516	0.008217	0.008594	0.022119	0.014036	0.006594	0.004002	0.003516	-7859.968
1051	0.00439	0.005313	0.006246	0.008882	0.0058	0.01104	0.005491	0.010347	0.032545	0.014661	0.008842	0.003215	0.002859	-7877.465
1052	0.00398	0.004396	0.005702	0.004613	0.004538	0.013449	0.006101	0.019659	0.04229	0.013428	0.006858	0.003931	0.002579	-7849.349
1053	0.005141	0.004386	0.003719	0.00352	0.004414	0.01086	0.005223	0.011224	0.019378	0.015735	0.006426	0.00573	0.002322	-7894.91
1054	0.006187	0.006929	0.008419	0.004883	0.007459	0.012283	0.006777	0.009311	0.013848	0.017443	0.008045	0.004111	0.00359	-7863.877
1055	0.003756	0.004875	0.005863	0.007755	0.005774	0.01089	0.009379	0.018799	0.018046	0.018174	0.006847	0.004139	0.002572	-7883.816
1056	0.004793	0.004709	0.008963	0.007885	0.007317	0.011387	0.006222	0.010984	0.012656	0.013451	0.007819	0.003759	0.001002	-7856.712
1057	0.005729	0.006298	0.005806	0.003718	0.005563	0.019869	0.004245	0.012082	0.012343	0.011476	0.009219	0.004252	0.002018	-7882.432
1058	0.003171	0.005215	0.010437	0.007256	0.005033	0.022812	0.007054	0.010365	0.005517	0.013536	0.00831	0.004955	0.004157	-7854.614
1059	0.006356	0.005309	0.007347	0.008977	0.005142	0.015621	0.006619	0.028736	0.012546	0.013111	0.007786	0.004938	0.002768	-7859.974
1060	0.004813	0.003793	0.005893	0.0088	0.007335	0.012854	0.006819	0.012204	0.022945	0.011076	0.008625	0.005252	0.001651	-7869.074
1061	0.004574	0.004224	0.005915	0.006356	0.003944	0.015533	0.010755	0.013576	0.011584	0.011963	0.008438	0.005561	0.002633	-7872.5
1062	0.004835	0.005106	0.004998	0.006194	0.005172	0.012022	0.006063	0.010641	0.017066	0.014508	0.00673	0.004467	0.001889	-7859.875
1063	0.006761	0.004707	0.006399	0.012444	0.005854	0.007249	0.006409	0.014158	0.013128	0.015902	0.00706	0.004202	0.002752	-7874.145
1064	0.004011	0.00432	0.007723	0.00574	0.004466	0.008743	0.009725	0.0106	0.007463	0.014096	0.005555	0.003939	0.002868	-7864.718
1065	0.006245	0.004661	0.008638	0.006692	0.006025	0.008624	0.006392	0.005482	0.015354	0.018126	0.008236	0.004892	0.003297	-7868.434
1066	0.005019	0.007441	0.007675	0.008235	0.004205	0.011128	0.004733	0.018974	0.031541	0.0127	0.006586	0.005055	0.002397	-7865.114
1067	0.00519	0.006791	0.007757	0.00435	0.007033	0.007907	0.004297	0.016408	0.011503	0.013597	0.008271	0.005189	0.002691	-7882.135
1068	0.004849	0.005724	0.00671	0.005444	0.003948	0.008501	0.01122	0.012207	0.009283	0.016095	0.006781	0.005618	0.002069	-7861.813
1069	0.006072	0.004891	0.009866	0.007381	0.004792	0.008963	0.005013	0.007628	0.009513	0.015322	0.009215	0.004834	0.0035	-7879.146
1070	0.005457	0.004395	0.006039	0.007328	0.006438	0.011614	0.004899	0.011401	0.007708	0.013417	0.007582	0.004052	0.003463	-7860.843
1071	0.005447	0.004346	0.004734	0.004531	0.007479	0.01533	0.006576	0.013422	0.016713	0.014898	0.006952	0.003547	0.002785	-7869.228
1072	0.004083	0.005546	0.00613	0.008786	0.005545	0.005157	0.00957	0.009355	0.01801	0.016642	0.008342	0.005664	0.003858	-7866.079
1073	0.004894	0.003683	0.005376	0.011174	0.005673	0.018968	0.005581	0.023379	0.014615	0.013903	0.005484	0.004661	0.002418	-7867.866
1074	0.005852	0.006483	0.00597	0.007858	0.005608	0.008245	0.006593	0.020117	0.006056	0.014658	0.008033	0.003339	0.001976	-7872.463
1075	0.005137	0.00661	0.006419	0.004472	0.005916	0.013264	0.008171	0.012956	0.011795	0.012764	0.00679	0.004516	0.002237	-7852.755
1076	0.00486	0.004642	0.006925	0.006837	0.004591	0.006535	0.004968	0.044389	0.011611	0.013784	0.007405	0.004518	0.002173	-7853.917
1077	0.008211	0.004772	0.006226	0.004497	0.005609	0.013076	0.007781	0.020053	0.010522	0.012487	0.005891	0.005659	0.003496	-7855.774
1078	0.0033	0.004693	0.009002	0.014381	0.004104	0.00659	0.006098	0.012446	0.01258	0.014061	0.006817	0.003755	0.003469	-7864.114
1079	0.005393	0.004903	0.008546	0.007146	0.005623	0.017632	0.005624	0.025949	0.019504	0.015267	0.007142	0.004257	0.002697	-7846.638
1080	0.003821	0.004907	0.006076	0.005905	0.005238	0.012911	0.016684	0.018232	0.017769	0.017325	0.006708	0.003039	0.002559	-7860.988
1081	0.005942	0.004521	0.005515	0.008903	0.005631	0.009159	0.006624	0.008019	0.00487	0.016025	0.006054	0.003314	0.001385	-7866.198
1082	0.005063	0.004567	0.00839	0.016383	0.00406	0.011214	0.004386	0.020287	0.009004	0.012972	0.007156	0.004205	0.00186	-7845.111
1083	0.005227	0.003451	0.009436	0.007296	0.007267	0.010879	0.009869	0.012721	0.017908	0.014808	0.006081	0.003666	0.002652	-7861.278
1084	0.006266	0.004856	0.006277	0.002741	0.005025	0.006914	0.011223	0.015052	0.017632	0.014709	0.007724	0.00385	0.002655	-7861.778
1085	0.005795	0.005198	0.007632	0.011575	0.004912	0.010411	0.007202	0.006141	0.01111	0.014973	0.007781	0.004175	0.003673	-7872.228
1086	0.004026	0.004045	0.004901	0.007175	0.006577	0.009057	0.006699	0.01194	0.021408	0.018132	0.007983	0.004079	0.003361	-7856.864
1087	0.004938	0.005489	0.005948	0.003788	0.005586	0.010745	0.012945	0.007051	0.011357	0.015875	0.005543	0.004583	0.003583	-7848.926
1088	0.00493	0.003922	0.008336	0.005397	0.004434	0.007126	0.006922	0.018716	0.008281	0.016828	0.008869	0.002823	0.001983	-7859.071
1089	0.006304	0.005272	0.006825	0.008924	0.004497	0.013303	0.008212	0.00922	0.01775	0.013166	0.006431	0.004356	0.002112	-7852.274
1090	0.007422	0.005885	0.005708	0.007662	0.005101	0.015936	0.010791	0.008806	0.00885	0.017836	0.00822	0.004019	0.001712	-7864.973
1091	0.005184	0.006654	0.007386	0.013249	0.005212	0.006357	0.009506	0.01049	0.013856	0.018669	0.005464	0.004449	0.001492	-7881.807
1092	0.003905	0.004382	0.007521	0.004854	0.005252	0.006878	0.007771	0.010521	0.014602	0.016181	0.007585	0.003532	0.002353	-7859.002
1093	0.005671	0.004365	0.006714	0.005168	0.005101	0.010637	0.004496	0.015793	0.008619	0.015838	0.005873	0.003393	0.003075	-7863.594
1094	0.004764	0.003875	0.0078	0.006255	0.004026	0.006835	0.008274	0.009493	0.013051	0.014008	0.007851	0.003434	0.001893	-7876.246
1095	0.004786	0.005298	0.004085	0.004801	0.005021	0.011904	0.011879	0.007559	0.023097	0.014418	0.005701	0.004666	0.00155	-7872.75
1096	0.006264	0.00402	0.010354	0.007827	0.003647	0.010095	0.006077	0.013959	0.008992	0.013868	0.006299	0.004784	0.002648	-7847.235
1097	0.005929	0.006209	0.006915	0.006392	0.00532	0.007073	0.010665	0.027134	0.00755	0.014117	0.006259	0.004334	0.001981	-7868.685
1098	0.006092	0.005453	0.009228	0.007473	0.006898	0.01497	0.007035	0.008012	0.012161	0.014493	0.007259	0.005738	0.002982	-7860.942
1099	0.00316	0.006412	0.006908	0.006707	0.005431	0.013553	0.005518	0.014492	0.020747	0.016476	0.005499	0.003206	0.002848	-7863.314
1100	0.005559	0.004477	0.008756	0.005561	0.005024	0.013086	0.004825	0.010697	0.008323	0.014521	0.006739	0.004497	0.003943	-7868.862
1101	0.004232	0.004	0.012014	0.005386	0.007441	0.0049	0.017529	0.006825	0.006151	0.015758	0.006095	0.004696	0.002841	-7860.099
1102	0.003689	0.0047	0.00717	0.004205	0.004307	0.006431	0.005672	0.007427	0.019601	0.016904	0.008627	0.005499	0.003272	-7864.124
1103	0.004628	0.004251	0.006951	0.006473	0.005174	0.010253	0.011705	0.00673	0.029868	0.014556	0.007382	0.003554	0.00326	-7864.564
1104	0.003796	0.004766	0.005145	0.006713	0.003977	0.010569	0.004533	0.009454	0.021234	0.012882	0.007496	0.004213	0.002209	-7846.183
1105	0.004603	0.004908	0.006297	0.007964	0.004183	0.010273	0.009314	0.00867	0.006474	0.013239	0.006909	0.00404	0.003837	-7852.201
1106	0.005951	0.00505	0.006974	0.005733	0.006477	0.011048	0.007425	0.012331	0.027174	0.01447	0.006961	0.00473	0.002653	-7850.18
1107	0.005341	0.006512	0.006873	0.009064	0.006968	0.016355	0.0071	0.008802	0.061441	0.012943	0.008311	0.004675	0.003485	-7868.907
1108	0.007158	0.005554	0.005366	0.005331	0.00685	0.013577	0.004026	0.009067	0.011143	0.01344	0.008649	0.004093	0.003511	-7862.24
1109	0.003289	0.006447	0.007739	0.014612	0.006016	0.014635	0.010171	0.007274	0.011917	0.015406	0.007532	0.004886	0.003412	-7849.369
1110	0.004032	0.003859	0.007372	0.006033	0.009236	0.009388	0.007119	0.011355	0.006988	0.011272	0.006692	0.004179	0.002355	-7882.019
1111	0.004725	0.004749	0.008583	0.004741	0.006761	0.014719	0.009698	0.011939	0.007696	0.012698	0.005798	0.004194	0.00138	-7878.902
1112	0.005716	0.00665	0.005755	0.007054	0.003769	0.014766	0.007549	0.010072	0.04174	0.013998	0.007436	0.005928	0.00221	-7872.176
1113	0.004015	0.004719	0.005906	0.00463	0.004887	0.011377	0.009578	0.012112	0.014364	0.01156	0.006635	0.005054	0.002819	-7866.792
1114	0.004215	0.008164	0.007179	0.011613	0.004537	0.015408	0.00441	0.006029	0.009881	0.013754	0.005802	0.004334	0.003879	-7862.222
1115	0.00595	0.004833	0.012487	0.006302	0.006573	0.021998	0.006254	0.006023	0.010534	0.016876	0.007637	0.004271	0.003501	-7875.646
1116	0.004249	0.004331	0.008728	0.008498	0.005029	0.00754	0.006234	0.013807	0.011719	0.013543	0.008747	0.0058	0.001977	-7871.132
1117	0.004783	0.004885	0.006274	0.013387	0.003563	0.007052	0.006952	0.028094	0.008699	0.01257	0.006283	0.005831	0.002576	-7864.265
1118	0.00621	0.003816	0.008202	0.007189	0.00594	0.014937	0.007429	0.019622	0.010083	0.011104	0.005847	0.00456	0.001793	-7869.151
1119	0.004338	0.003583	0.007111	0.007604	0.004838	0.028194	0.011229	0.009816	0.011856	0.012443	0.00508	0.002886	0.001402	-7858.93
1120	0.00575	0.007589	0.006087	0.008202	0.004027	0.006107	0.008247	0.01027	0.009476	0.019844	0.006731	0.004453	0.001771	-7867.172
1121	0.003889	0.004684	0.006622	0.005042	0.00758	0.007339	0.005996	0.010324	0.008354	0.015606	0.007971	0.004901	0.002831	-7871.544
1122	0.004413	0.003253	0.006894	0.00669	0.00587	0.012553	0.006404	0.009734	0.009145	0.013848	0.006952	0.004173	0.002919	-7860.841
1123	0.004735	0.005363	0.004708	0.00595	0.00461	0.010579	0.006511	0.008345	0.007633	0.015237	0.007788	0.004853	0.001248	-7870.866
1124	0.004391	0.007688	0.005865	0.0036	0.005498	0.00998	0.006628	0.012832	0.022379	0.015328	0.007646	0.005532	0.002982	-7856.955
1125	0.004306	0.004007	0.007802	0.004239	0.005551	0.012525	0.00688	0.012004	0.053267	0.013935	0.007394	0.003971	0.003261	-7873.088
1126	0.005598	0.004522	0.009247	0.004492	0.004238	0.00717	0.00698	0.009718	0.012197	0.012823	0.006752	0.003542	0.002878	-7845.095
1127	0.006556	0.004066	0.009774	0.008735	0.005607	0.022538	0.004356	0.009264	0.01636	0.012611	0.009211	0.004576	0.0028	-7856.954
1128	0.005024	0.003682	0.006389	0.005254	0.005841	0.008417	0.009043	0.015844	0.008776	0.014281	0.006029	0.003556	0.002639	-7849.244
1129	0.005626	0.005265	0.009357	0.007604	0.004931	0.010956	0.005572	0.011369	0.009265	0.016917	0.008644	0.005737	0.00319	-7862.652
1130	0.00649	0.004162	0.008436	0.00535	0.004641	0.005032	0.011453	0.008164	0.017143	0.015897	0.007504	0.004701	0.003835	-7882.178
1131	0.007251	0.00382	0.007495	0.006097	0.004258	0.012697	0.005781	0.006721	0.049704	0.016819	0.008039	0.004357	0.003679	-7871.735
1132	0.004277	0.004457	0.004853	0.010799	0.005171	0.009722	0.009314	0.009854	0.041234	0.012265	0.004862	0.003245	0.002996	-7866.074
1133	0.005458	0.005364	0.005749	0.006764	0.005176	0.003807	0.005472	0.006244	0.017977	0.01519	0.006505	0.0045	0.002166	-7848.839
1134	0.005503	0.005187	0.00533	0.018789	0.004258	0.005853	0.009246	0.01232	0.016802	0.015402	0.007846	0.004173	0.002663	-7855.185
1135	0.005288	0.006386	0.005868	0.004842	0.006263	0.011699	0.007703	0.015308	0.014779	0.014054	0.007219	0.004583	0.002249	-7860.543
1136	0.005931	0.003309	0.007465	0.006738	0.005782	0.01192	0.003831	0.008799	0.01028	0.01298	0.007693	0.003757	0.002811	-7873.099
1137	0.004754	0.005959	0.009828	0.010894	0.005413	0.019872	0.006612	0.016616	0.01785	0.010019	0.006978	0.003819	0.00376	-7857.039
1138	0.005723	0.00505	0.00681	0.004729	0.00665	0.008866	0.007313	0.008079	0.022704	0.012634	0.005304	0.005299	0.002751	-7847.188
1139	0.003333	0.00479	0.00592	0.005556	0.00492	0.010883	0.005765	0.10416	0.012635	0.013474	0.005473	0.005154	0.002586	-7856.604
1140	0.006703	0.004935	0.007838	0.008233	0.005419	0.009662	0.011254	0.085344	0.020826	0.015833	0.006497	0.005779	0.001508	-7858.44
1141	0.003937	0.007002	0.004724	0.005375	0.004406	0.008326	0.006011	0.01858	0.014713	0.013584	0.005981	0.004617	0.001987	-7843.363
1142	0.004282	0.004662	0.00772	0.005812	0.004517	0.009461	0.005274	0.008022	0.007214	0.014597	0.008291	0.00536	0.001944	-7870.039
1143	0.00689	0.005317	0.007181	0.010584	0.00518	0.005816	0.009577	0.037284	0.012456	0.018865	0.007784	0.003847	0.003213	-7858.427
1144	0.005686	0.00575	0.006471	0.006903	0.007251	0.005361	0.00643	0.019969	0.012216	0.015106	0.005854	0.00558	0.002454	-7873.126
1145	0.004321	0.006966	0.005947	0.010293	0.004859	0.014085	0.003758	0.011028	0.039268	0.014185	0.006077	0.003585	0.001905	-7856.193
1146	0.003841	0.005752	0.005672	0.008395	0.005249	0.009419	0.012099	0.008778	0.005481	0.01308	0.007805	0.004937	0.003409	-7852.337
1147	0.004689	0.0045	0.008818	0.005963	0.008059	0.011213	0.009726	0.007379	0.015261	0.015208	0.008521	0.004656	0.004116	-7858.884
1148	0.00569	0.005301	0.006493	0.008356	0.005344	0.009123	0.006178	0.013221	0.013249	0.012097	0.006779	0.004309	0.002794	-7872.838
1149	0.003896	0.004097	0.004671	0.004743	0.00468	0.014959	0.006363	0.009937	0.011871	0.011391	0.005924	0.003135	0.002516	-7867.377
1150	0.005816	0.003081	0.006441	0.005445	0.003927	0.011807	0.007635	0.028429	0.01821	0.013797	0.006294	0.005244	0.002881	-7870.683
1151	0.007581	0.0062	0.006755	0.005438	0.005349	0.008104	0.006377	0.007732	0.030695	0.01558	0.007505	0.004545	0.002764	-7870.96
1152	0.004663	0.005739	0.009766	0.006211	0.005588	0.007398	0.01269	0.012467	0.006794	0.017324	0.007176	0.00428	0.002675	-7859.116
1153	0.005224	0.00494	0.006183	0.007323	0.005036	0.012122	0.007591	0.009318	0.008466	0.012302	0.008131	0.00588	0.003547	-7871.771
1154	0.004017	0.005292	0.011571	0.005845	0.004599	0.010936	0.007905	0.012676	0.007116	0.01217	0.008031	0.005953	0.002908	-7873.656
1155	0.005186	0.003454	0.006322	0.005081	0.00413	0.019084	0.007037	0.012558	0.014154	0.010856	0.007386	0.004428	0.00309	-7844.36
1156	0.005394	0.004358	0.004787	0.006466	0.0064	0.011228	0.003326	0.012398	0.01034	0.01205	0.006799	0.004637	0.003728	-7853.085
1157	0.004117	0.004146	0.004179	0.008437	0.005161	0.009159	0.009127	0.006802	0.006182	0.014647	0.006172	0.00346	0.001294	-7873.393
1158	0.003679	0.005149	0.005847	0.005576	0.005287	0.008706	0.006167	0.009622	0.026804	0.013437	0.006639	0.003492	0.002839	-7884.511
1159	0.004451	0.004048	0.007999	0.003538	0.004738	0.021634	0.006984	0.007315	0.010504	0.015287	0.008158	0.006419	0.002633	-7860.146
1160	0.006679	0.005568	0.004804	0.00545	0.004832	0.00411	0.009083	0.012406	0.016031	0.015777	0.007526	0.004031	0.00304	-7868.174
1161	0.005088	0.005897	0.006649	0.005924	0.00594	0.012245	0.00471	0.010412	0.029053	0.014452	0.007088	0.004261	0.003309	-7885.103
1162	0.005939	0.008145	0.006849	0.006549	0.009863	0.014229	0.006526	0.00778	0.011523	0.01301	0.008231	0.00601	0.002425	-7907.378
1163	0.004338	0.005107	0.009888	0.011284	0.005072	0.008776	0.010762	0.007588	0.017954	0.010601	0.005561	0.00408	0.002287	-7876.806
1164	0.004405	0.004418	0.005108	0.006228	0.005273	0.017944	0.00402	0.015168	0.018928	0.011344	0.006847	0.004127	0.002689	-7851.929
1165	0.004192	0.003891	0.007385	0.005386	0.005025	0.013717	0.008033	0.01331	0.006218	0.013367	0.008224	0.005734	0.003826	-7853.049
1166	0.003454	0.005268	0.008545	0.016074	0.00509	0.008984	0.008221	0.010125	0.012302	0.016216	0.008935	0.005665	0.002521	-7887.097
1167	0.004738	0.003296	0.005997	0.003902	0.00445	0.007759	0.007319	0.007565	0.016701	0.014949	0.006223	0.004352	0.001634	-7864.481
1168	0.003477	0.003676	0.006712	0.010026	0.00385	0.006881	0.008335	0.011287	0.018	0.012933	0.006182	0.004192	0.001515	-7860.822
1169	0.008291	0.00498	0.008899	0.006857	0.00414	0.01177	0.00797	0.008495	0.007025	0.013469	0.008296	0.004895	0.002255	-7861.23
1170	0.004708	0.00319	0.009011	0.007939	0.005475	0.011304	0.005332	0.022476	0.01084	0.011355	0.006195	0.002826	0.002075	-7857.046
1171	0.00604	0.00751	0.004661	0.007613	0.007712	0.008821	0.007773	0.009471	0.022009	0.011594	0.006938	0.005501	0.003459	-7879.997
1172	0.006096	0.004794	0.010076	0.004983	0.006266	0.00502	0.008126	0.013761	0.021858	0.016287	0.007147	0.005898	0.002871	-7870.429
1173	0.005552	0.004964	0.006116	0.007835	0.006351	0.011813	0.009573	0.01993	0.015247	0.016662	0.007252	0.004933	0.002498	-7855.014
1174	0.004037	0.004125	0.007829	0.005026	0.006018	0.01137	0.004646	0.009491	0.015212	0.014293	0.007244	0.00424	0.003206	-7863.689
1175	0.005036	0.004312	0.004982	0.005736	0.008158	0.013534	0.003242	0.010354	0.01256	0.01704	0.009378	0.005114	0.003121	-7860.06
1176	0.004764	0.003342	0.006144	0.005698	0.004042	0.009386	0.003719	0.00979	0.022083	0.013427	0.007663	0.004364	0.002692	-7854.618
1177	0.006757	0.004991	0.006148	0.008393	0.006131	0.00707	0.014252	0.009771	0.008245	0.016502	0.007646	0.004568	0.004064	-7867.385
1178	0.003942	0.004158	0.007092	0.005023	0.004273	0.015516	0.005548	0.017741	0.006319	0.013954	0.009088	0.004635	0.003512	-7870.367
1179	0.008635	0.006116	0.008285	0.005409	0.006452	0.01068	0.007211	0.010722	0.013993	0.012732	0.005597	0.004925	0.001766	-7890.676
1180	0.004297	0.003148	0.006539	0.005946	0.004465	0.009087	0.004313	0.009944	0.023017	0.01505	0.00792	0.005748	0.002346	-7867.015
1181	0.006509	0.007415	0.008135	0.005676	0.006214	0.027149	0.005238	0.022345	0.014882	0.019682	0.008227	0.004471	0.003049	-7863.566
1182	0.004609	0.005565	0.006174	0.012786	0.006075	0.009122	0.005532	0.00565	0.013475	0.013635	0.008289	0.005181	0.004336	-7867.478
1183	0.003817	0.005325	0.008261	0.007166	0.006113	0.01036	0.004199	0.009337	0.017894	0.018107	0.008485	0.005667	0.005011	-7858.847
1184	0.005676	0.004186	0.005945	0.004885	0.004043	0.008622	0.004302	0.007501	0.012911	0.016073	0.006583	0.004792	0.003622	-7879.471
1185	0.006781	0.005656	0.008303	0.008308	0.005653	0.008642	0.005791	0.015227	0.011696	0.021376	0.008539	0.006292	0.004045	-7864.528
1186	0.005319	0.003126	0.006842	0.006307	0.004867	0.012396	0.005221	0.012161	0.0158	0.015889	0.007101	0.004534	0.002485	-7869.84
1187	0.005728	0.00409	0.006717	0.0074	0.004543	0.017944	0.008488	0.007082	0.020557	0.016135	0.007054	0.004435	0.003251	-7867.69
1188	0.00406	0.004381	0.00661	0.005152	0.004095	0.008194	0.005864	0.009824	0.0185	0.012996	0.006895	0.004062	0.003696	-7857.563
1189	0.003706	0.005342	0.007199	0.004262	0.004593	0.012974	0.004933	0.009998	0.028543	0.013419	0.008391	0.004366	0.002658	-7855.304
1190	0.0044	0.005893	0.007875	0.00542	0.005193	0.009694	0.00777	0.013759	0.008785	0.014177	0.007016	0.006647	0.003549	-7882.306
1191	0.004155	0.005714	0.006624	0.01097	0.005562	0.007004	0.005663	0.010693	0.014509	0.016447	0.008124	0.004304	0.002925	-7865.699
1192	0.004829	0.004095	0.006579	0.005781	0.005686	0.012692	0.010231	0.015582	0.023743	0.016383	0.005451	0.004497	0.003072	-7868.738
1193	0.004633	0.004198	0.005554	0.004273	0.004217	0.011444	0.003231	0.007707	0.020199	0.015118	0.007941	0.004887	0.00342	-7873.86
1194	0.004355	0.003601	0.007996	0.004214	0.004319	0.01051	0.00346	0.008235	0.009095	0.018343	0.008238	0.004961	0.004467	-7878.174
1195	0.004295	0.004426	0.007445	0.00745	0.005395	0.014297	0.006726	0.015056	0.013512	0.01257	0.006401	0.004928	0.00373	-7859.47
1196	0.005305	0.005104	0.007518	0.00522	0.005199	0.012271	0.00696	0.010457	0.007202	0.013042	0.007473	0.003937	0.001826	-7846.819
1197	0.006906	0.004844	0.005521	0.007849	0.004398	0.006148	0.006413	0.011989	0.015182	0.016798	0.008736	0.004668	0.002354	-7879.7
1198	0.005205	0.006449	0.006313	0.013748	0.005534	0.012202	0.014307	0.024439	0.015965	0.017307	0.004557	0.004175	0.001376	-7866.574
1199	0.004186	0.005254	0.008763	0.011864	0.005927	0.009628	0.009669	0.008037	0.009594	0.016493	0.006609	0.004703	0.001579	-7874.289
1200	0.00451	0.004788	0.012213	0.008659	0.00508	0.017453	0.008307	0.017104	0.00731	0.016525	0.00844	0.005057	0.003015	-7866.292
1201	0.007443	0.003403	0.006565	0.005055	0.006197	0.02521	0.006913	0.014496	0.009686	0.013051	0.005789	0.00345	0.002978	-7869.366
1202	0.003813	0.003377	0.006579	0.006163	0.006068	0.013911	0.007102	0.012135	0.021164	0.009995	0.006439	0.002759	0.002499	-7886.277
1203	0.004444	0.004604	0.009876	0.005111	0.005271	0.022397	0.017466	0.009284	0.012302	0.01248	0.006596	0.005431	0.003221	-7871.645
1204	0.005206	0.006631	0.010274	0.003146	0.005413	0.014938	0.012969	0.019632	0.012227	0.011167	0.008905	0.003699	0.002269	-7863.206
1205	0.007819	0.0035	0.005568	0.006069	0.004913	0.00906	0.006283	0.0118	0.012439	0.010192	0.008918	0.004695	0.002482	-7884.462
1206	0.007343	0.006752	0.005013	0.004955	0.004845	0.011436	0.00748	0.014812	0.014328	0.010526	0.007091	0.00487	0.002413	-7861.764
1207	0.005368	0.004963	0.005517	0.006922	0.003974	0.011989	0.00535	0.010466	0.009577	0.011737	0.006247	0.004192	0.003485	-7869.129
1208	0.005235	0.004381	0.00645	0.004813	0.004615	0.008546	0.004716	0.03293	0.011166	0.012365	0.008169	0.004339	0.002514	-7865.186
1209	0.005398	0.006423	0.004195	0.008506	0.006379	0.008724	0.005333	0.007601	0.004628	0.014769	0.007854	0.004318	0.002774	-7853.2
1210	0.005663	0.003687	0.008407	0.00676	0.004065	0.01658	0.005508	0.007158	0.016768	0.01663	0.006915	0.004617	0.002488	-7885.383
1211	0.00502	0.00507	0.004563	0.008379	0.005687	0.009755	0.006941	0.024651	0.021226	0.016911	0.007952	0.004165	0.002818	-7865.131
1212	0.0046	0.004169	0.005438	0.004992	0.004957	0.007605	0.004779	0.008955	0.015008	0.012684	0.005944	0.003767	0.001386	-7854.397
