Sample	theta_1A	theta_2B	theta_3C.D	theta_4E	theta_5H	theta_6AEC.DBH	theta_7AEC.DB	theta_8EC.DB	theta_9EC.D	tau_6AEC.DBH	tau_7AEC.DB	tau_8EC.DB	tau_9EC.D	lnL
1664	0.005224	0.00347	0.005866	0.003965	0.005867	0.01492	0.005615	0.009817	0.009338	0.012956	0.007123	0.003953	0.002921	-7866.831
1665	0.005939	0.006518	0.00576	0.006904	0.004633	0.018486	0.011211	0.012048	0.015554	0.010048	0.004758	0.004192	0.00213	-7865.175
1666	0.005317	0.005727	0.005039	0.003075	0.006061	0.015648	0.003837	0.020059	0.013322	0.011587	0.006686	0.003687	0.002049	-7858.363
1667	0.005251	0.004192	0.009523	0.003834	0.006027	0.019957	0.010833	0.008303	0.026819	0.014881	0.006024	0.00362	0.002834	-7869.94
1668	0.004958	0.006266	0.005942	0.005243	0.006639	0.013161	0.006928	0.009208	0.024473	0.012632	0.007259	0.004928	0.002621	-7864.096
1669	0.005225	0.004286	0.005307	0.004901	0.005836	0.009311	0.007039	0.007883	0.035944	0.012363	0.006251	0.005374	0.002477	-7862.657
1670	0.005013	0.004503	0.008869	0.005138	0.004653	0.011171	0.010182	0.010682	0.014207	0.013774	0.00818	0.005277	0.002828	-7860.082
1671	0.004557	0.006233	0.009215	0.005668	0.005226	0.01082	0.007951	0.016238	0.014937	0.012616	0.00756	0.004872	0.003644	-7854.491
1672	0.004478	0.003619	0.008039	0.006204	0.004647	0.008179	0.008597	0.005195	0.007957	0.013394	0.007041	0.005782	0.002893	-7862.986
1673	0.006596	0.005315	0.005611	0.005513	0.004443	0.012208	0.011082	0.01143	0.00882	0.01413	0.007866	0.005463	0.003092	-7853.734
1674	0.003917	0.004164	0.004638	0.003576	0.004681	0.012544	0.008532	0.012182	0.010819	0.014484	0.005563	0.005114	0.002716	-7845.105
1675	0.006279	0.003835	0.006853	0.011961	0.005208	0.009159	0.007376	0.011529	0.011328	0.013935	0.008175	0.005344	0.004137	-7873.092
1676	0.00379	0.006897	0.005968	0.006294	0.005729	0.011339	0.006976	0.014264	0.013341	0.015701	0.008483	0.006027	0.002846	-7873.377
1677	0.00485	0.003977	0.005431	0.009566	0.005188	0.01109	0.006012	0.007907	0.009667	0.011374	0.007414	0.004635	0.001905	-7860.939
1678	0.005716	0.004514	0.006885	0.004954	0.004062	0.016014	0.006102	0.01166	0.010614	0.011331	0.006089	0.004675	0.002635	-7853.406
1679	0.00395	0.004072	0.005687	0.007795	0.004882	0.018604	0.007435	0.012451	0.034177	0.012353	0.006623	0.003785	0.002995	-7866.302
1680	0.004953	0.004952	0.007908	0.004771	0.005356	0.01753	0.009874	0.01151	0.009005	0.014235	0.007436	0.005035	0.004316	-7880.53
1681	0.004439	0.004946	0.006107	0.00549	0.005231	0.013567	0.006631	0.007758	0.005437	0.012733	0.00572	0.004879	0.002736	-7865.056
1682	0.00522	0.007134	0.005579	0.006656	0.00559	0.025013	0.008557	0.006038	0.023686	0.011958	0.006463	0.004729	0.003961	-7889.366
1683	0.00464	0.004503	0.006538	0.004904	0.00529	0.017131	0.006968	0.011826	0.01434	0.013648	0.008518	0.005414	0.004329	-7854.075
1684	0.00411	0.004488	0.009017	0.004948	0.005562	0.01219	0.004318	0.041338	0.020996	0.010052	0.005945	0.003637	0.003101	-7850.72
1685	0.0047	0.006788	0.006975	0.005196	0.007656	0.011176	0.004365	0.006513	0.009844	0.012551	0.008379	0.004276	0.003176	-7881.032
1686	0.004752	0.004703	0.007802	0.006812	0.006452	0.014494	0.011044	0.030105	0.02878	0.014404	0.005274	0.00386	0.003015	-7871.287
1687	0.005223	0.003935	0.007499	0.007872	0.004929	0.018179	0.010024	0.013987	0.008947	0.012122	0.006019	0.003267	0.001749	-7854.903
1688	0.003427	0.004921	0.00497	0.005764	0.004395	0.013879	0.00786	0.011235	0.014477	0.015659	0.006742	0.003969	0.003468	-7871.305
1689	0.00755	0.003996	0.008792	0.008339	0.00398	0.007309	0.006748	0.019117	0.00863	0.01661	0.007704	0.003954	0.003351	-7868.818
1690	0.004215	0.005529	0.004273	0.006903	0.005764	0.004769	0.008099	0.010535	0.012539	0.012893	0.005842	0.003069	0.003024	-7847.112
1691	0.00457	0.005176	0.006193	0.006426	0.004109	0.005375	0.007631	0.009895	0.007922	0.016413	0.006583	0.004107	0.002435	-7874.553
1692	0.0073	0.005097	0.005576	0.010355	0.004023	0.009743	0.006312	0.009221	0.009197	0.015592	0.009451	0.00497	0.002897	-7877.451
1693	0.006134	0.004987	0.006535	0.008261	0.007041	0.007961	0.006277	0.015835	0.017686	0.014341	0.008056	0.004611	0.0037	-7869.592
1694	0.005359	0.006024	0.006859	0.008386	0.007829	0.007349	0.010694	0.012711	0.008574	0.017543	0.006655	0.004463	0.002465	-7861.533
1695	0.005264	0.003854	0.005885	0.006034	0.005633	0.012072	0.008312	0.013635	0.015183	0.015926	0.006843	0.004153	0.002836	-7872.541
1696	0.004903	0.003656	0.007564	0.007723	0.003769	0.011751	0.008314	0.008427	0.014829	0.010833	0.006724	0.004435	0.003385	-7850.173
1697	0.006492	0.006355	0.006751	0.008231	0.006923	0.014832	0.008854	0.012287	0.014327	0.014218	0.00782	0.005195	0.002301	-7878.935
1698	0.005798	0.005141	0.006825	0.009401	0.004008	0.014957	0.007124	0.012983	0.011017	0.011632	0.006977	0.004573	0.003525	-7865.747
1699	0.004312	0.008217	0.008163	0.007531	0.005134	0.011711	0.011834	0.00979	0.013357	0.012197	0.006769	0.005317	0.002705	-7871.828
1700	0.005592	0.004192	0.00719	0.005166	0.005118	0.013017	0.006191	0.005862	0.008689	0.010561	0.006518	0.004325	0.004248	-7871.715
1701	0.006177	0.005214	0.004939	0.016167	0.005244	0.014531	0.009961	0.010631	0.016641	0.012166	0.007266	0.004688	0.004189	-7869.055
1702	0.005019	0.004397	0.007106	0.007566	0.008075	0.010335	0.007274	0.013078	0.054635	0.011684	0.007713	0.003898	0.00276	-7857.779
1703	0.004765	0.004514	0.00661	0.00886	0.006465	0.020199	0.006834	0.025853	0.018856	0.013382	0.008412	0.004805	0.0027	-7874.178
1704	0.006009	0.005768	0.007191	0.005218	0.005484	0.011147	0.009467	0.018443	0.010505	0.010616	0.006222	0.003343	0.002703	-7862.934
1705	0.007013	0.007382	0.006607	0.005488	0.004614	0.011395	0.009486	0.008514	0.046251	0.012025	0.007639	0.004559	0.002451	-7879.545
1706	0.004292	0.005306	0.005438	0.004961	0.005942	0.013674	0.011336	0.009129	0.014451	0.010991	0.004834	0.003352	0.003018	-7851.345
1707	0.002882	0.00307	0.009263	0.005314	0.004989	0.00562	0.007716	0.013252	0.017801	0.016761	0.005202	0.002906	0.002816	-7855.267
1708	0.006146	0.004345	0.005629	0.009946	0.004267	0.013477	0.008175	0.008845	0.009719	0.015102	0.005102	0.004331	0.001585	-7857.683
1709	0.004105	0.005037	0.007202	0.009981	0.005954	0.011349	0.007597	0.008605	0.016349	0.012703	0.005785	0.004306	0.002295	-7852.166
1710	0.00588	0.006119	0.007974	0.003645	0.005762	0.01024	0.004876	0.011711	0.015028	0.014151	0.006523	0.004619	0.002664	-7856.114
1711	0.00287	0.006344	0.0059	0.005864	0.003328	0.008604	0.010281	0.014848	0.011766	0.014925	0.007268	0.003893	0.002863	-7853.36
1712	0.003434	0.007167	0.00852	0.004898	0.005667	0.007627	0.014262	0.014636	0.011075	0.017821	0.006551	0.006157	0.002794	-7874.23
1713	0.005808	0.005815	0.008357	0.004729	0.004476	0.008733	0.007412	0.006609	0.003232	0.013051	0.006637	0.004605	0.002361	-7857.017
1714	0.005781	0.0058	0.00763	0.003106	0.007328	0.00854	0.004526	0.010119	0.014886	0.013555	0.008685	0.00436	0.002881	-7864.658
1715	0.003653	0.00467	0.006454	0.009858	0.005699	0.005081	0.004337	0.017777	0.024618	0.014588	0.006883	0.003804	0.003695	-7864.737
1716	0.005157	0.00601	0.013316	0.005697	0.006467	0.012242	0.014272	0.013717	0.022997	0.017527	0.006974	0.005313	0.004778	-7875.895
1717	0.005247	0.004593	0.004674	0.005536	0.005003	0.014995	0.009681	0.014686	0.012007	0.014276	0.005927	0.0043	0.001812	-7862.467
1718	0.005331	0.005073	0.008211	0.00718	0.004832	0.019664	0.012615	0.017388	0.04298	0.013634	0.007049	0.005596	0.002887	-7870.267
1719	0.003461	0.005107	0.007058	0.010717	0.004102	0.015877	0.009136	0.011325	0.022276	0.012012	0.007238	0.004096	0.00186	-7862.476
1720	0.004501	0.005748	0.005896	0.011472	0.007	0.006635	0.008363	0.013215	0.024739	0.014469	0.006514	0.004035	0.003004	-7870.085
1721	0.003258	0.00368	0.005804	0.007519	0.005956	0.010045	0.007436	0.014064	0.009383	0.013043	0.008101	0.004873	0.003189	-7863.462
1722	0.005907	0.004752	0.007903	0.003995	0.004723	0.013495	0.008383	0.018058	0.012768	0.01538	0.007509	0.004002	0.003362	-7860.951
1723	0.004596	0.005714	0.0062	0.004169	0.005315	0.005642	0.006096	0.006505	0.006159	0.015102	0.006577	0.005061	0.002479	-7863.781
1724	0.004677	0.003901	0.007628	0.006871	0.005035	0.01186	0.006698	0.01188	0.013811	0.012061	0.006415	0.004071	0.001978	-7856.286
1725	0.004668	0.006394	0.007336	0.005258	0.005434	0.01191	0.007531	0.020299	0.012533	0.015687	0.005358	0.003789	0.002191	-7863.036
1726	0.004665	0.005741	0.005554	0.005299	0.006655	0.007	0.004874	0.012452	0.012899	0.014765	0.006693	0.004719	0.004005	-7852.844
1727	0.0066	0.00534	0.004795	0.008859	0.006927	0.013144	0.006746	0.007989	0.031362	0.014801	0.007139	0.004767	0.003396	-7866.082
1728	0.005584	0.004644	0.007162	0.007078	0.004185	0.009288	0.007988	0.017465	0.014302	0.014452	0.007618	0.006165	0.004266	-7867.12
1729	0.005613	0.005212	0.007935	0.004842	0.005496	0.007082	0.012031	0.009992	0.059881	0.014394	0.008356	0.004766	0.003733	-7865.059
1730	0.005934	0.003805	0.007878	0.00773	0.007223	0.009208	0.011118	0.007494	0.022813	0.018935	0.007296	0.004833	0.003068	-7879.351
1731	0.004149	0.004865	0.007439	0.004149	0.006741	0.014813	0.010998	0.011068	0.007372	0.01763	0.007105	0.005347	0.002928	-7859.25
1732	0.003796	0.004258	0.00725	0.006087	0.005678	0.009514	0.008074	0.006512	0.008882	0.014739	0.005743	0.004398	0.002834	-7877.558
1733	0.004842	0.00498	0.00749	0.004237	0.007184	0.014382	0.008576	0.011132	0.007041	0.0133	0.007315	0.003892	0.002239	-7876.536
1734	0.005013	0.005371	0.006139	0.00524	0.004539	0.015446	0.005084	0.012572	0.011501	0.014563	0.007171	0.004084	0.002753	-7854.592
1735	0.00457	0.005298	0.006171	0.005244	0.006167	0.00483	0.005298	0.022285	0.014702	0.011465	0.007101	0.004146	0.001743	-7863.842
1736	0.006867	0.006118	0.00823	0.004248	0.005781	0.011637	0.004212	0.008253	0.012459	0.014125	0.007775	0.004535	0.003362	-7869.295
1737	0.006919	0.004945	0.004579	0.006001	0.006878	0.022837	0.010127	0.006015	0.01981	0.010921	0.006156	0.003713	0.002304	-7872.478
1738	0.004809	0.004905	0.006535	0.00489	0.005371	0.020383	0.007917	0.019028	0.012185	0.013525	0.007053	0.004818	0.003034	-7878.463
1739	0.006383	0.004916	0.005679	0.005155	0.003724	0.008684	0.006565	0.010101	0.012733	0.010827	0.006928	0.004217	0.003127	-7866.484
1740	0.004144	0.008673	0.005109	0.006355	0.00453	0.006616	0.005551	0.008337	0.020101	0.013417	0.008458	0.005219	0.002898	-7853.184
1741	0.00472	0.00595	0.00755	0.022585	0.005366	0.010185	0.007612	0.004954	0.016911	0.016531	0.007569	0.005782	0.001747	-7865.83
1742	0.007126	0.004574	0.008461	0.006546	0.005355	0.036119	0.005527	0.009729	0.010417	0.012458	0.008045	0.004956	0.004173	-7863.51
1743	0.007186	0.005667	0.013093	0.005323	0.003563	0.005646	0.011598	0.007234	0.015238	0.010284	0.006417	0.005241	0.003578	-7869.594
1744	0.004118	0.004447	0.007585	0.012785	0.003478	0.006563	0.004847	0.01232	0.004995	0.013533	0.006026	0.005446	0.004445	-7862.16
1745	0.00511	0.005185	0.005983	0.010731	0.006998	0.006953	0.006711	0.009093	0.009833	0.014942	0.007734	0.00433	0.003452	-7870.831
1746	0.004673	0.00573	0.006559	0.025284	0.004308	0.004845	0.008227	0.01522	0.005793	0.013036	0.008799	0.003718	0.001756	-7854.316
1747	0.006108	0.005147	0.008402	0.008572	0.006301	0.012485	0.016121	0.017453	0.008049	0.016434	0.005839	0.00433	0.003229	-7857.064
1748	0.004616	0.00372	0.00589	0.004818	0.005179	0.030695	0.007521	0.012226	0.017495	0.014126	0.008224	0.004494	0.002732	-7855.916
1749	0.005432	0.005491	0.009066	0.004678	0.004679	0.013546	0.004437	0.009135	0.007723	0.013116	0.006965	0.003932	0.002013	-7861.085
1750	0.005765	0.005293	0.005868	0.003608	0.007277	0.005295	0.010026	0.009997	0.01079	0.016866	0.00731	0.006357	0.002535	-7854.84
1751	0.003967	0.005124	0.008341	0.006287	0.00569	0.012853	0.006773	0.015871	0.010416	0.014409	0.007823	0.003725	0.001705	-7862.336
1752	0.007453	0.005618	0.005735	0.005501	0.005666	0.010614	0.007897	0.009692	0.022046	0.012435	0.005988	0.003679	0.003369	-7880.847
1753	0.004461	0.003842	0.008119	0.00313	0.00515	0.010708	0.00764	0.009167	0.026611	0.015898	0.006514	0.005569	0.00417	-7870.678
1754	0.004028	0.006144	0.006265	0.004834	0.006009	0.017627	0.005987	0.027407	0.014992	0.015708	0.009317	0.005437	0.003521	-7909.093
1755	0.003954	0.008213	0.010446	0.009749	0.005661	0.013589	0.003616	0.014509	0.011378	0.014859	0.008133	0.005769	0.004945	-7864.795
1756	0.003823	0.005551	0.004979	0.007183	0.005052	0.007926	0.009683	0.021088	0.067978	0.014177	0.007088	0.005088	0.002213	-7851.132
1757	0.007816	0.005907	0.006493	0.00584	0.009166	0.025184	0.006127	0.026033	0.036994	0.014638	0.009048	0.005066	0.004357	-7887.729
1758	0.006806	0.004298	0.008091	0.006645	0.004639	0.013584	0.007575	0.008048	0.021888	0.012552	0.00601	0.005009	0.003696	-7865.416
1759	0.005752	0.005109	0.012119	0.031297	0.005776	0.0154	0.00749	0.024272	0.013743	0.011526	0.007273	0.004826	0.004316	-7865.458
1760	0.004814	0.004666	0.006	0.004332	0.00443	0.010266	0.011188	0.007875	0.016892	0.012425	0.008016	0.00456	0.001683	-7875.372
1761	0.004076	0.004424	0.006806	0.008954	0.005932	0.008444	0.005451	0.009692	0.006065	0.014284	0.006489	0.005082	0.003762	-7852.007
1762	0.007175	0.003508	0.009935	0.005748	0.005031	0.01041	0.006608	0.006658	0.008549	0.013545	0.006564	0.003615	0.002262	-7869.112
1763	0.005476	0.003665	0.007545	0.005331	0.003751	0.017116	0.011893	0.010905	0.009601	0.014152	0.006645	0.003775	0.002099	-7849.553
1764	0.007529	0.00488	0.006985	0.008509	0.006162	0.018299	0.003614	0.009769	0.020233	0.012857	0.006852	0.00414	0.003556	-7869.738
1765	0.00585	0.00448	0.011603	0.008797	0.007899	0.007951	0.006684	0.007339	0.014852	0.014099	0.007571	0.005523	0.004239	-7875.97
1766	0.006126	0.004042	0.007555	0.006075	0.005993	0.024512	0.007618	0.013179	0.014353	0.012379	0.006065	0.004349	0.002446	-7862.327
1767	0.005427	0.00584	0.006227	0.006126	0.006204	0.016516	0.008308	0.007342	0.016003	0.012844	0.006189	0.004661	0.002962	-7863.08
1768	0.005385	0.006044	0.009108	0.007627	0.005787	0.015711	0.007853	0.02432	0.016149	0.011873	0.005185	0.004353	0.003291	-7846.62
1769	0.005916	0.006007	0.006507	0.005741	0.005611	0.010907	0.009677	0.018165	0.007112	0.011307	0.004252	0.003628	0.001707	-7866.323
1770	0.00433	0.005334	0.007007	0.007125	0.00532	0.007445	0.006128	0.009852	0.005204	0.016126	0.007487	0.004516	0.002172	-7874.547
1771	0.006537	0.003501	0.004507	0.003441	0.00612	0.006743	0.011193	0.007393	0.009218	0.014051	0.006901	0.003916	0.001864	-7866.363
1772	0.003303	0.006412	0.005743	0.010993	0.005992	0.004965	0.011849	0.013155	0.009591	0.017858	0.007335	0.004475	0.002059	-7886.239
1773	0.00419	0.004799	0.005178	0.007467	0.004771	0.005845	0.005453	0.009095	0.013975	0.014694	0.006981	0.004825	0.002524	-7851.113
1774	0.003855	0.003987	0.007801	0.005386	0.004943	0.007942	0.00405	0.017213	0.012355	0.013645	0.007404	0.005341	0.004005	-7847.504
1775	0.004574	0.004539	0.008116	0.004985	0.004738	0.006581	0.004494	0.010446	0.011339	0.013532	0.006709	0.004106	0.003282	-7883.405
1776	0.004759	0.004513	0.005614	0.007286	0.006074	0.00904	0.011433	0.017323	0.007981	0.014871	0.00497	0.004649	0.003138	-7866.678
1777	0.004172	0.004938	0.007386	0.004412	0.004737	0.009572	0.007918	0.026857	0.014501	0.012964	0.007468	0.005857	0.003622	-7874.395
1778	0.004478	0.004646	0.005004	0.005735	0.004928	0.007995	0.004459	0.017725	0.011464	0.012113	0.007158	0.003133	0.002583	-7872.258
1779	0.004004	0.004177	0.006871	0.006727	0.004646	0.021393	0.011424	0.038196	0.013396	0.011596	0.004868	0.004369	0.002579	-7882.767
1780	0.005202	0.00651	0.007222	0.005301	0.007026	0.026974	0.005223	0.011518	0.014188	0.01238	0.007796	0.004132	0.002042	-7894.965
1781	0.004612	0.006538	0.007351	0.006505	0.005242	0.019611	0.008874	0.009987	0.010667	0.011565	0.007082	0.004693	0.003816	-7865.041
1782	0.006961	0.004299	0.007984	0.003754	0.004393	0.010444	0.008261	0.005698	0.018438	0.011957	0.006991	0.005267	0.003366	-7865.365
1783	0.004311	0.003691	0.00471	0.007297	0.005628	0.013126	0.005891	0.023115	0.008273	0.015658	0.007052	0.005191	0.003307	-7871.982
1784	0.00552	0.005099	0.008303	0.010585	0.004831	0.017143	0.005336	0.003386	0.012954	0.011131	0.006556	0.005017	0.004407	-7877.117
1785	0.00502	0.005261	0.005193	0.008783	0.005065	0.013545	0.010291	0.017427	0.007567	0.015369	0.006603	0.004315	0.003364	-7852.363
1786	0.004846	0.004991	0.005252	0.004588	0.004089	0.007413	0.010044	0.013732	0.0125	0.015494	0.006978	0.004246	0.002336	-7861.885
1787	0.005308	0.004812	0.004535	0.009948	0.005147	0.007653	0.006542	0.013044	0.009864	0.013607	0.005913	0.002856	0.001885	-7878.639
1788	0.007806	0.00479	0.007017	0.009296	0.004555	0.013565	0.004537	0.028895	0.015709	0.012605	0.008056	0.003585	0.002972	-7869.193
1789	0.004683	0.004448	0.005817	0.007748	0.006616	0.006722	0.006915	0.010884	0.026022	0.015144	0.006593	0.003876	0.002643	-7871.127
1790	0.006424	0.005928	0.006487	0.009328	0.006117	0.00988	0.010272	0.01195	0.014791	0.0159	0.007116	0.005018	0.00176	-7877.887
1791	0.005522	0.004917	0.006024	0.00575	0.004498	0.018396	0.00526	0.008604	0.015705	0.012011	0.007678	0.003121	0.001722	-7863.732
1792	0.007056	0.005627	0.003916	0.005285	0.006145	0.017437	0.007717	0.006536	0.017087	0.014884	0.006711	0.00497	0.001964	-7860.314
1793	0.003501	0.004397	0.008735	0.004689	0.004544	0.010509	0.004204	0.007152	0.005522	0.011496	0.006858	0.004992	0.004225	-7874.706
1794	0.004774	0.0041	0.006372	0.004891	0.0042	0.010574	0.004669	0.007093	0.013154	0.014845	0.00825	0.004193	0.002977	-7883.603
1795	0.005058	0.004136	0.006136	0.006838	0.005383	0.007391	0.004863	0.013002	0.016032	0.01526	0.007586	0.004482	0.00229	-7871.558
1796	0.005031	0.004363	0.007276	0.003933	0.006345	0.010364	0.007627	0.01381	0.014404	0.012769	0.007331	0.004682	0.001414	-7855.734
1797	0.00839	0.006537	0.006652	0.007051	0.004728	0.020872	0.006377	0.00655	0.019588	0.01242	0.007099	0.003796	0.003014	-7876.571
1798	0.005231	0.005237	0.008684	0.002693	0.007561	0.00723	0.005819	0.014936	0.014768	0.011889	0.007182	0.004143	0.002112	-7862.155
1799	0.004836	0.003906	0.005934	0.014954	0.004246	0.008189	0.00746	0.010057	0.03337	0.014241	0.006098	0.00334	0.003196	-7859.89
1800	0.00499	0.006535	0.006401	0.006717	0.004844	0.006024	0.009024	0.01006	0.008516	0.013363	0.006473	0.004383	0.002542	-7862.17
1801	0.004375	0.005309	0.007055	0.007882	0.004203	0.009738	0.005375	0.009267	0.012527	0.016039	0.007526	0.004993	0.003211	-7870.994
1802	0.00438	0.004975	0.007169	0.006639	0.005985	0.009836	0.006301	0.007055	0.007467	0.015358	0.008475	0.005275	0.003842	-7870.427
1803	0.007352	0.006279	0.007044	0.007754	0.00696	0.013743	0.006809	0.005727	0.009888	0.015039	0.007248	0.005184	0.002993	-7863.514
1804	0.003463	0.006522	0.006378	0.011252	0.005508	0.009417	0.01228	0.019136	0.009918	0.014649	0.005046	0.004895	0.003122	-7864.148
1805	0.006989	0.004201	0.005007	0.007807	0.006626	0.024458	0.012614	0.007768	0.01428	0.015297	0.006836	0.004455	0.002779	-7870.254
1806	0.006057	0.003869	0.007096	0.007663	0.007045	0.009151	0.007846	0.010041	0.018088	0.015149	0.005394	0.004688	0.00361	-7859.085
1807	0.005112	0.003345	0.007017	0.006224	0.005119	0.011119	0.005369	0.011505	0.007223	0.014406	0.008061	0.005536	0.003273	-7871.542
1808	0.005681	0.004251	0.00641	0.004353	0.004905	0.006314	0.003807	0.008498	0.011735	0.014849	0.007526	0.003213	0.001729	-7874.966
1809	0.005648	0.004253	0.007336	0.008809	0.004235	0.006144	0.004517	0.01001	0.009334	0.014477	0.006678	0.005146	0.001742	-7866.47
1810	0.005456	0.005159	0.007504	0.004928	0.003813	0.009218	0.005246	0.006037	0.009459	0.014881	0.007494	0.004147	0.002733	-7856.893
1811	0.004832	0.003918	0.009532	0.005311	0.004511	0.013887	0.007254	0.011052	0.01096	0.016058	0.008329	0.004182	0.003722	-7852.031
1812	0.003253	0.005997	0.007872	0.005267	0.004775	0.009096	0.006328	0.009308	0.004938	0.011628	0.006637	0.004589	0.003783	-7857.641
1813	0.004313	0.004936	0.006591	0.007463	0.004821	0.012187	0.00444	0.012292	0.018524	0.015435	0.008797	0.004136	0.003348	-7851.952
1814	0.004528	0.003848	0.00601	0.004902	0.005908	0.014124	0.00667	0.011616	0.012224	0.013608	0.008232	0.005481	0.004812	-7865.077
1815	0.007585	0.004654	0.006213	0.005594	0.003505	0.01421	0.008995	0.00614	0.016376	0.01176	0.008471	0.00515	0.003505	-7867.94
1816	0.004486	0.00505	0.006477	0.011228	0.00663	0.009318	0.007858	0.015048	0.019939	0.013384	0.008031	0.005319	0.002068	-7847.811
1817	0.005436	0.006173	0.006376	0.005202	0.005166	0.018781	0.010188	0.011808	0.00466	0.017484	0.006872	0.003765	0.002822	-7868.401
1818	0.007177	0.003247	0.005411	0.004411	0.004691	0.006021	0.01198	0.01316	0.008746	0.015726	0.004035	0.003094	0.002131	-7878.477
1819	0.005684	0.00518	0.006463	0.006609	0.004597	0.009668	0.007931	0.010355	0.012411	0.016312	0.006468	0.003803	0.003201	-7877.055
1820	0.005188	0.005198	0.005466	0.006579	0.005705	0.020263	0.008688	0.016135	0.008441	0.012865	0.006094	0.004379	0.003776	-7856.301
1821	0.005308	0.004271	0.005356	0.00716	0.005076	0.006518	0.005229	0.018182	0.014342	0.014038	0.006145	0.003459	0.002709	-7852.11
